Question Description,"Variable Name
(2023)","Variable Name
(2024)","Question Location
(2023)","Question Location
(2024)",Questionnaire Label,Label,2023 Availability,2024 Availability,Both Years
How often do you ask the students in your class to use digital devices to do these science activities? Take a test,ATBS07DF,ATBLS08DF,TQS-07Df,TQS-08Df,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Life Science: Basic differences between living and nonliving things,ATBS09AA,ATBLS09AA,TQS-09Aa,TQS-09Aa,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Life Science: Defining characteristics of major groups of living things,ATBS09AB,ATBLS09AB,TQS-09Ab,TQS-09Ab,Teacher,,✓,✓,✓
"When students in this class have been taught each of the following science topics. Life Science: Functions of major structures in living things (e.g., roots in plants)",ATBS09AC,ATBLS09AC,TQS-09Ac,TQS-09Ac,Teacher,,✓,✓,✓
"When students in this class have been taught each of the following science topics. Life Science: Life cycle stages of common plants and animals (e.g., flowering plants, frogs)",ATBS09AD,ATBLS09AD,TQS-09Ad,TQS-09Ad,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Life Science: Inherited characteristics of living things,ATBS09AE,ATBLS09AE,TQS-09Ae,TQS-09Ae,Teacher,,✓,✓,✓
"When students in this class have been taught each of the following science topics. Life Science: How living things survive in their environments (e.g., physical characteristics, behaviors)",ATBS09AF,ATBLS09AF,TQS-09Af,TQS-09Af,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Life Science: How human actions impact the environment,ATBS09AG,ATBLS09AG,TQS-09Ag,TQS-09Ag,Teacher,,✓,✓,✓
"When students in this class have been taught each of the following science topics. Life Science: Common ecosystems and their organisms (e.g., forest, desert)",ATBS09AH,ATBLS09AH,TQS-09Ah,TQS-09Ah,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Life Science: Interpreting simple food chains,ATBS09AI,ATBLS09AI,TQS-09Ai,TQS-09Ai,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Life Science: Competition within ecosystems,ATBS09AJ,ATBLS09AJ,TQS-09Aj,TQS-09Aj,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Life Science: Ways for humans to maintain good health and avoid illness,ATBS09AK,ATBLS09AK,TQS-09Ak,TQS-09Ak,Teacher,,✓,✓,✓
"When students in this class have been taught each of the following science topics. Physical Science: Solids, liquids, gases, and how their shapes and volumes differ",ATBS09BA,ATBLS09BA,TQS-09Ba,TQS-09Ba,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Physical Science: Grouping objects based on their physical properties,ATBS09BB,ATBLS09BB,TQS-09Bb,TQS-09Bb,Teacher,,✓,✓,✓
"When students in this class have been taught each of the following science topics. Physical Science: Examples of mixtures and how they can be separated (e.g., filtration, evaporation)",ATBS09BC,ATBLS09BC,TQS-09Bc,TQS-09Bc,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Physical Science: Magnetic attraction and repulsion,ATBS09BD,ATBLS09BD,TQS-09Bd,TQS-09Bd,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Physical Science: Examples of physical and chemical changes in everyday life,ATBS09BE,ATBLS09BE,TQS-09Be,TQS-09Be,Teacher,,✓,✓,✓
"When students in this class have been taught each of the following science topics. Physical Science: How to make solids dissolve faster in liquids (e.g., stirring, heating)",ATBS09BF,ATBLS09BF,TQS-09Bf,TQS-09Bf,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Physical Science: Concentration of solutions,ATBS09BG,ATBLS09BG,TQS-09Bg,TQS-09Bg,Teacher,,✓,✓,✓
"When students in this class have been taught each of the following science topics. Physical Science: Sources of energy (e.g., the Sun, wind, water, coal, oil, and gas)",ATBS09BH,ATBLS09BH,TQS-09Bh,TQS-09Bh,Teacher,,✓,✓,✓
"When students in this class have been taught each of the following science topics. Physical Science: How light is related to shadows, reflections, and rainbows",ATBS09BI,ATBLS09BI,TQS-09Bi,TQS-09Bi,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Physical Science: How vibrations are related to sound,ATBS09BJ,ATBLS09BJ,TQS-09Bj,TQS-09Bj,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Physical Science: Movement of heat from hotter to cooler objects,ATBS09BK,ATBLS09BK,TQS-09Bk,TQS-09Bk,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Physical Science: Simple electrical circuits,ATBS09BL,ATBLS09BL,TQS-09Bl,TQS-09Bl,Teacher,,✓,✓,✓
"When students in this class have been taught each of the following science topics. Physical Science: How motion is affected by forces (e.g., gravity, pushing, pulling, friction)",ATBS09BM,ATBLS09BM,TQS-09Bm,TQS-09Bm,Teacher,,✓,✓,✓
"When students in this class have been taught each of the following science topics. Physical Science: Examples of simple machines (e.g., levers, ramps)",ATBS09BN,ATBLS09BN,TQS-09Bn,TQS-09Bn,Teacher,,✓,✓,✓
"When students in this class have been taught each of the following science topics. Earth Science: Composition of Earth's surface (i.e., land, fresh water, salt water)",ATBS09CA,ATBLS09CA,TQS-09Ca,TQS-09Ca,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Earth Science: Earth's resources and their use by humans,ATBS09CB,ATBLS09CB,TQS-09Cb,TQS-09Cb,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Earth Science: Renewable and nonrenewable resources,ATBS09CC,ATBLS09CC,TQS-09Cc,TQS-09Cc,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Earth Science: How wind and water change Earth's surface over time,ATBS09CD,ATBLS09CD,TQS-09Cd,TQS-09Cd,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Earth Science: What fossils can show about Earth's history,ATBS09CE,ATBLS09CE,TQS-09Ce,TQS-09Ce,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Earth Science: How weather changes day to day and with geographic location,ATBS09CF,ATBLS09CF,TQS-09Cf,TQS-09Cf,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Earth Science: Effects of increasing temperatures on Earth,ATBS09CG,ATBLS09CG,TQS-09Cg,TQS-09Cg,Teacher,,✓,✓,✓
"When students in this class have been taught each of the following science topics. Earth Science: Composition of the Solar System (the Sun, Earth, Moon, and other planets)",ATBS09CH,ATBLS09CH,TQS-09Ch,TQS-09Ch,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Earth Science: How the Moon's movement around the Earth changes its appearance,ATBS09CI,ATBLS09CI,TQS-09Ci,TQS-09Ci,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Earth Science: How Earth's rotation causes day and night,ATBS09CJ,ATBLS09CJ,TQS-09Cj,TQS-09Cj,Teacher,,✓,✓,✓
When students in this class have been taught each of the following science topics. Earth Science: How Earth's annual movement around the Sun causes seasons or seasonal change,ATBS09CK,ATBLS09CK,TQS-09Ck,TQS-09Ck,Teacher,,✓,✓,✓
How often do you usually assign science homework to the students in this class?,ATBS10A,ATBLS10A,TQS-10A,TQS-10A,Teacher,,✓,✓,✓
How often do you do the following with the science homework assignments for this class? Correct assignments and give feedback to students,ATBS10BA,ATBLS10BA,TQS-10Ba,TQS-10Ba,Teacher,,✓,✓,✓
How often do you do the following with the science homework assignments for this class? Discuss the homework in class,ATBS10BB,ATBLS10BB,TQS-10Bb,TQS-10Bb,Teacher,,✓,✓,✓
How often do you do the following with the science homework assignments for this class? Monitor whether or not the homework was completed,ATBS10BC,ATBLS10BC,TQS-10Bc,TQS-10Bc,Teacher,,✓,✓,✓
"When you assign homework in science, how long do you expect it will take the average student in your class to complete?",,ATBLS10C,,TQS-10C,Teacher,,,✓,
How much importance do you place on these strategies to assess students' learning in science? Observing students as they work,ATBS11A,ATBLS11A,TQS-11a,TQS-11a,Teacher,,✓,✓,✓
How much importance do you place on these strategies to assess students' learning in science? Asking students to answer questions during class,ATBS11B,ATBLS11B,TQS-11b,TQS-11b,Teacher,,✓,✓,✓
"How much importance do you place on these strategies to assess students' learning in science? Short, regular written assessments",ATBS11C,ATBLS11C,TQS-11c,TQS-11c,Teacher,,✓,✓,✓
"How much importance do you place on these strategies to assess students' learning in science? Longer tests (e.g., unit tests or exams)",ATBS11D,ATBLS11D,TQS-11d,TQS-11d,Teacher,,✓,✓,✓
How much importance do you place on these strategies to assess students' learning in science? Long-term projects,ATBS11E,ATBLS11E,TQS-11e,TQS-11e,Teacher,,✓,✓,✓
"In the past two years, have you participated in professional development in any of the following? Science content",ATBS12AA,ATBLS12AA,TQS-12Aa,TQS-12Aa,Teacher,,✓,✓,✓
"In the past two years, have you participated in professional development in any of the following? Science pedagogy/instruction",ATBS12AB,ATBLS12AB,TQS-12Ab,TQS-12Ab,Teacher,,✓,✓,✓
"In the past two years, have you participated in professional development in any of the following? Science curriculum",ATBS12AC,ATBLS12AC,TQS-12Ac,TQS-12Ac,Teacher,,✓,✓,✓
"In the past two years, have you participated in professional development in any of the following? Integrating technology into science instruction",ATBS12AD,ATBLS12AD,TQS-12Ad,TQS-12Ad,Teacher,,✓,✓,✓
"In the past two years, have you participated in professional development in any of the following? Improving students' critical thinking or inquiry skills",ATBS12AE,ATBLS12AE,TQS-12Ae,TQS-12Ae,Teacher,,✓,✓,✓
"In the past two years, have you participated in professional development in any of the following? Science assessment",ATBS12AF,ATBLS12AF,TQS-12Af,TQS-12Af,Teacher,,✓,✓,✓
"In the past two years, have you participated in professional development in any of the following? Addressing individual students' needs",ATBS12AG,ATBLS12AG,TQS-12Ag,TQS-12Ag,Teacher,,✓,✓,✓
"In the past two years, have you participated in professional development in any of the following? Integrating science with other subjects (e.g., mathematics, technology)",ATBS12AH,ATBLS12AH,TQS-12Ah,TQS-12Ah,Teacher,,✓,✓,✓
"In the past two years, have you participated in professional development in any of the following? Integrating environmentalism and sustainability into science instruction",ATBS12AI,ATBLS12AI,TQS-12Ai,TQS-12Ai,Teacher,,✓,✓,✓
Do you need future professional development in any of the following? Science content,ATBS12BA,ATBLS12BA,TQS-12Ba,TQS-12Ba,Teacher,,✓,✓,✓
Do you need future professional development in any of the following? Science pedagogy/instruction,ATBS12BB,ATBLS12BB,TQS-12Bb,TQS-12Bb,Teacher,,✓,✓,✓
Do you need future professional development in any of the following? Science curriculum,ATBS12BC,ATBLS12BC,TQS-12Bc,TQS-12Bc,Teacher,,✓,✓,✓
Do you need future professional development in any of the following? Integrating technology into science instruction,ATBS12BD,ATBLS12BD,TQS-12Bd,TQS-12Bd,Teacher,,✓,✓,✓
Do you need future professional development in any of the following? Improving students' critical thinking or inquiry skills,ATBS12BE,ATBLS12BE,TQS-12Be,TQS-12Be,Teacher,,✓,✓,✓
Do you need future professional development in any of the following? Science assessment,ATBS12BF,ATBLS12BF,TQS-12Bf,TQS-12Bf,Teacher,,✓,✓,✓
Do you need future professional development in any of the following? Addressing individual students' needs,ATBS12BG,ATBLS12BG,TQS-12Bg,TQS-12Bg,Teacher,,✓,✓,✓
"Do you need future professional development in any of the following? Integrating science with other subjects (e.g., mathematics, technology)",ATBS12BH,ATBLS12BH,TQS-12Bh,TQS-12Bh,Teacher,,✓,✓,✓
Do you need future professional development in any of the following? Integrating environmentalism and sustainability into science instruction,ATBS12BI,ATBLS12BI,TQS-12Bi,TQS-12Bi,Teacher,,✓,✓,✓
